0.00, 0.11, 0.00
1.00, -0.25, 0.00
2.00, 0.43, 0.00
3.00, -0.22, 0.00
4.00, -0.05, 0.00
5.00, 0.43, 0.00
6.00, -0.02, 0.00
7.00, -0.02, 0.00
8.00, -0.53, 0.00
9.00, -0.47, 0.00
10.00, 0.04, 0.00
11.00, 0.16, 0.00
12.00, -0.31, 0.00
13.00, 0.48, 0.00
14.00, 0.45, 0.00
15.00, 1.81, 0.00
16.00, 1.84, 0.00
17.00, 2.53, 0.00
18.00, 2.95, 0.00
19.00, 4.01, 0.00
20.00, 5.06, 0.00
21.00, 5.97, 0.00
22.00, 6.45, 0.00
23.00, 6.90, 0.00
24.00, 8.08, 0.00
25.00, 7.93, 0.00
26.00, 8.79, 0.00
27.00, 9.67, 0.00
28.00, 11.02, 0.00
29.00, 11.15, 0.00
30.00, 12.16, 0.00
31.00, 12.17, 0.00
32.00, 13.12, 0.00
33.00, 14.29, 0.00
34.00, 14.61, 0.00
35.00, 15.47, 0.00
36.00, 16.25, 0.00
37.00, 16.62, 0.00
38.00, 17.18, 0.00
39.00, 18.36, 0.00
40.00, 18.86, 0.00
41.00, 19.66, 0.00
42.00, 20.92, 0.00
43.00, 21.44, 0.00
44.00, 21.58, 0.00
45.00, 21.80, 0.00
46.00, 23.05, 0.00
47.00, 24.04, 0.00
48.00, 24.56, 0.00
49.00, 25.61, 0.00
50.00, 25.98, 0.00
51.00, 25.94, 0.00
52.00, 27.40, 0.00
53.00, 27.49, 0.00
54.00, 28.60, 0.00
55.00, 29.67, 0.00
56.00, 30.25, 0.00
57.00, 31.26, 0.00
58.00, 32.06, 0.00
59.00, 32.36, 0.00
60.00, 32.80, 0.00
61.00, 33.71, 0.00
62.00, 34.07, 0.00
63.00, 34.27, 0.00
64.00, 34.80, 0.00
65.00, 35.44, 0.00
66.00, 35.37, 0.00
67.00, 35.66, 0.00
68.00, 35.26, 0.00
69.00, 35.49, 0.00
70.00, 34.83, 0.00
71.00, 35.41, 0.00
72.00, 35.02, 0.00
73.00, 34.81, 0.00
74.00, 35.04, 0.00
75.00, 35.42, 0.00
76.00, 35.28, 0.00
77.00, 35.11, 0.00
78.00, 35.14, 0.00
79.00, 34.99, 0.00
80.00, 35.03, 0.00
