0.00	2.00	2.00	0.00
1.00	2.33	2.00	0.00
2.00	2.65	2.00	0.00
3.00	2.98	2.00	0.00
4.00	3.31	2.00	0.00
5.00	3.63	2.00	0.00
6.00	3.96	2.00	0.00
7.00	4.29	2.00	0.00
8.00	4.61	2.00	0.00
9.00	4.94	2.00	0.00
10.00	5.27	2.00	0.00
11.00	5.59	2.00	0.00
12.00	5.92	2.00	0.00
13.00	6.24	2.00	0.00
14.00	6.57	2.00	0.00
15.00	6.90	2.00	0.00
16.00	7.22	2.00	0.00
17.00	7.55	2.00	0.00
18.00	7.88	2.00	0.00
19.00	8.20	2.00	0.00
20.00	8.53	2.00	0.00
21.00	8.86	2.00	0.00
22.00	9.18	2.00	0.00
23.00	9.51	2.00	0.00
24.00	9.84	2.00	0.00
25.00	10.16	2.00	0.00
26.00	10.49	2.00	0.00
27.00	10.82	2.00	0.00
28.00	11.14	2.00	0.00
29.00	11.47	2.00	0.00
30.00	11.80	2.00	0.00
31.00	12.12	2.00	0.00
32.00	12.45	2.00	0.00
33.00	12.78	2.00	0.00
34.00	13.10	2.00	0.00
35.00	13.43	2.00	0.00
36.00	13.76	2.00	0.00
37.00	14.08	2.00	0.00
38.00	14.41	2.00	0.00
39.00	14.73	2.00	0.00
40.00	15.06	2.00	0.00
41.00	15.39	2.00	0.00
42.00	15.71	2.00	0.00
43.00	16.04	2.00	0.00
44.00	16.37	2.00	0.00
45.00	16.69	2.00	0.00
46.00	17.02	2.00	0.00
47.00	17.35	2.00	0.00
48.00	17.67	2.00	0.00
49.00	18.00	0.00	0.00
50.00	18.50	0.06	0.00
51.00	18.96	0.25	0.00
52.00	19.37	0.54	0.00
53.00	19.69	0.93	0.00
54.00	19.90	1.38	0.00
55.00	32.00	8.00	0.00
56.00	31.67	8.00	0.00
57.00	31.35	8.00	0.00
58.00	31.02	8.00	0.00
59.00	30.69	8.00	0.00
60.00	30.37	8.00	0.00
61.00	30.04	8.00	0.00
62.00	29.71	8.00	0.00
63.00	29.39	8.00	0.00
64.00	29.06	8.00	0.00
65.00	28.73	8.00	0.00
66.00	28.41	8.00	0.00
67.00	28.08	8.00	0.00
68.00	27.76	8.00	0.00
69.00	27.43	8.00	0.00
70.00	27.10	8.00	0.00
71.00	26.78	8.00	0.00
72.00	26.45	8.00	0.00
73.00	26.12	8.00	0.00
74.00	25.80	8.00	0.00
75.00	25.47	8.00	0.00
76.00	25.14	8.00	0.00
77.00	24.82	8.00	0.00
78.00	24.49	8.00	0.00
79.00	24.16	8.00	0.00
80.00	23.84	8.00	0.00
81.00	23.51	8.00	0.00
82.00	23.18	8.00	0.00
83.00	22.86	8.00	0.00
84.00	22.53	8.00	0.00
85.00	22.20	8.00	0.00
86.00	21.88	8.00	0.00
87.00	21.55	8.00	0.00
88.00	21.22	8.00	0.00
89.00	20.90	8.00	0.00
90.00	20.57	8.00	0.00
91.00	20.24	8.00	0.00
92.00	19.92	8.00	0.00
93.00	19.59	8.00	0.00
94.00	19.27	8.00	0.00
95.00	18.94	8.00	0.00
96.00	18.61	8.00	0.00
97.00	18.29	8.00	0.00
98.00	17.96	8.00	0.00
99.00	17.63	8.00	0.00
100.00	17.31	8.00	0.00
101.00	16.98	8.00	0.00
102.00	16.65	8.00	0.00
103.00	16.33	8.00	0.00
104.00	2.25	9.98	0.00
105.00	1.75	9.98	0.00
106.00	1.26	9.86	0.00
107.00	0.82	9.62	0.00
108.00	0.46	9.27	0.00
109.00	0.19	8.85	0.00
110.00	0.00	8.00	0.00
111.00	0.33	8.00	0.00
112.00	0.65	8.00	0.00
113.00	0.98	8.00	0.00
114.00	1.31	8.00	0.00
115.00	1.63	8.00	0.00
116.00	1.96	8.00	0.00
117.00	2.29	8.00	0.00
118.00	2.61	8.00	0.00
119.00	2.94	8.00	0.00
120.00	3.27	8.00	0.00
121.00	3.59	8.00	0.00
122.00	3.92	8.00	0.00
123.00	4.24	8.00	0.00
124.00	4.57	8.00	0.00
125.00	4.90	8.00	0.00
126.00	5.22	8.00	0.00
127.00	5.55	8.00	0.00
128.00	5.88	8.00	0.00
129.00	6.20	8.00	0.00
130.00	6.53	8.00	0.00
131.00	6.86	8.00	0.00
132.00	7.18	8.00	0.00
133.00	7.51	8.00	0.00
134.00	7.84	8.00	0.00
135.00	8.16	8.00	0.00
136.00	8.49	8.00	0.00
137.00	8.82	8.00	0.00
138.00	9.14	8.00	0.00
139.00	9.47	8.00	0.00
140.00	9.80	8.00	0.00
141.00	10.12	8.00	0.00
142.00	10.45	8.00	0.00
143.00	10.78	8.00	0.00
144.00	11.10	8.00	0.00
145.00	11.43	8.00	0.00
146.00	11.76	8.00	0.00
147.00	12.08	8.00	0.00
148.00	12.41	8.00	0.00
149.00	12.73	8.00	0.00
150.00	13.06	8.00	0.00
151.00	13.39	8.00	0.00
152.00	13.71	8.00	0.00
153.00	14.04	8.00	0.00
154.00	14.37	8.00	0.00
155.00	14.69	8.00	0.00
156.00	15.02	8.00	0.00
157.00	15.35	8.00	0.00
158.00	15.67	8.00	0.00
159.00	20.00	7.87	0.00
160.00	19.96	8.37	0.00
161.00	19.81	8.85	0.00
162.00	19.54	9.27	0.00
163.00	19.18	9.62	0.00
164.00	18.74	9.86	0.00
165.00	18.00	2.00	0.00
166.00	17.67	2.00	0.00
167.00	17.35	2.00	0.00
168.00	17.02	2.00	0.00
169.00	16.69	2.00	0.00
170.00	16.37	2.00	0.00
171.00	16.04	2.00	0.00
172.00	15.71	2.00	0.00
173.00	15.39	2.00	0.00
174.00	15.06	2.00	0.00
175.00	14.73	2.00	0.00
176.00	14.41	2.00	0.00
177.00	14.08	2.00	0.00
178.00	13.76	2.00	0.00
179.00	13.43	2.00	0.00
180.00	13.10	2.00	0.00
181.00	12.78	2.00	0.00
182.00	12.45	2.00	0.00
183.00	12.12	2.00	0.00
184.00	11.80	2.00	0.00
185.00	11.47	2.00	0.00
186.00	11.14	2.00	0.00
187.00	10.82	2.00	0.00
188.00	10.49	2.00	0.00
189.00	10.16	2.00	0.00
190.00	9.84	2.00	0.00
191.00	9.51	2.00	0.00
192.00	9.18	2.00	0.00
193.00	8.86	2.00	0.00
194.00	8.53	2.00	0.00
195.00	8.20	2.00	0.00
196.00	7.88	2.00	0.00
197.00	7.55	2.00	0.00
198.00	7.22	2.00	0.00
199.00	6.90	2.00	0.00
200.00	6.57	2.00	0.00
201.00	6.24	2.00	0.00
202.00	5.92	2.00	0.00
203.00	5.59	2.00	0.00
204.00	5.27	2.00	0.00
205.00	4.94	2.00	0.00
206.00	4.61	2.00	0.00
