0.00, 0.01, -0.02
1.00, 0.08, -0.01
2.00, 0.03, -0.02
3.00, -0.02, -0.03
4.00, -0.03, 0.01
5.00, 0.02, -0.02
6.00, -0.08, 0.03
7.00, 0.01, 0.05
8.00, 0.06, 0.05
9.00, 0.03, -0.04
10.00, -0.00, 0.01
11.00, 0.12, 0.02
12.00, 0.24, 0.02
13.00, 0.49, 0.02
14.00, 0.84, 0.10
15.00, 1.31, -0.13
16.00, 1.85, -0.08
17.00, 2.46, 0.02
18.00, 3.27, -0.03
19.00, 4.08, 0.07
20.00, 4.97, 0.03
21.00, 5.68, -0.07
22.00, 6.43, 0.01
23.00, 7.11, 0.04
24.00, 7.80, 0.07
25.00, 8.44, 0.02
26.00, 9.11, 0.08
27.00, 9.86, 0.02
28.00, 10.60, -0.02
29.00, 11.29, -0.04
30.00, 12.01, -0.03
31.00, 12.74, 0.00
32.00, 13.39, -0.02
33.00, 14.17, -0.03
34.00, 14.81, -0.03
35.00, 15.41, 0.02
36.00, 16.22, 0.03
37.00, 16.88, -0.03
38.00, 17.59, 0.00
39.00, 18.22, 0.02
40.00, 19.01, -0.08
41.00, 19.71, 0.07
42.00, 20.41, 0.01
43.00, 21.17, -0.05
44.00, 21.81, 0.09
45.00, 22.48, 0.01
46.00, 23.21, 0.03
47.00, 23.97, -0.03
48.00, 24.54, -0.02
49.00, 25.33, 0.09
50.00, 26.06, -0.05
51.00, 26.71, -0.04
52.00, 27.42, -0.07
53.00, 28.10, 0.05
54.00, 28.78, -0.09
55.00, 29.53, 0.04
56.00, 30.11, -0.05
57.00, 30.87, 0.04
58.00, 31.57, 0.02
59.00, 32.31, 0.01
60.00, 32.92, -0.05
61.00, 33.63, -0.08
62.00, 34.15, 0.00
63.00, 34.69, -0.07
64.00, 35.02, 0.09
65.00, 35.28, 0.02
66.00, 35.44, -0.00
67.00, 35.49, 0.02
68.00, 35.38, 0.03
69.00, 35.13, 0.05
70.00, 34.99, 0.06
71.00, 35.05, 0.12
72.00, 35.04, 0.02
73.00, 34.99, 0.03
74.00, 35.03, -0.02
75.00, 35.04, -0.07
76.00, 35.09, -0.06
77.00, 35.02, 0.00
78.00, 34.98, 0.00
79.00, 35.05, -0.01
80.00, 34.96, -0.03
